gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Support_Tickets,App_Logins,Data_Usage_GB,Gouvernorat
Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes,8,1,13.54,Nabeul
Male,0,No,No,2,No,No phone service,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,10,0,41.91,Nabeul
Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No,2,10,75.09,Zaghouan
Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,2,6,119.21,Ben Arous
Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,3,9,105.2,Béja
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,1,5,57.91,Kairouan
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes,5,0,6.83,Ben Arous
Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes,5,0,23.97,Gabès
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,2,16,22.32,Sfax
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No,4,25,93.42,Sfax
Female,0,No,Yes,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,No,0,19,37.05,Tataouine
Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,No,1,10,17.93,Jendouba
Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,No,0,18,83.26,Nabeul
Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,10,3,26.93,Sfax
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No,2,30,13.63,Kairouan
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,2,16,59.87,Sidi Bouzid
Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No,1,11,129.35,Gafsa
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,4,13,142.11,Ariana
Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No,1,17,37.01,Ariana
Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No,4,29,144.74,Nabeul
Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,0,20,132.79,Sfax
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,4,25,45.0,Kairouan
Male,0,No,No,39,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,4,15,108.95,Bizerte
Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,6,4,24.47,Ariana
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No,3,22,40.27,Bizerte
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No,4,20,61.07,Tunis
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No,2,21,148.22,Sousse
Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,9,2,38.34,Tunis
Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,7,4,42.05,Nabeul
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No,3,14,66.17,Jendouba
Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,No,3,23,127.15,Kairouan
Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,One year,Yes,Electronic check,89.85,5844.65,No,0,19,108.39,Nabeul
Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,0,10,106.61,Kef
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No,2,16,102.36,Kairouan
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No,0,19,53.0,Ben Arous
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,6,3,2.96,Gafsa
Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,5,2,38.6,Tunis
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,8,4,41.02,Gafsa
Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,3,11,144.67,Gafsa
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,2,11,93.33,Jendouba
Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,0,30,15.66,Kairouan
Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,1,19,96.31,Monastir
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,10,5,22.88,Tataouine
Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,2,12,82.22,Bizerte
Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,3,11,108.92,Sfax
Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,4,19,138.74,Médiénine
Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,0,12,135.67,Bizerte
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,3,13,59.81,Mahdia
Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,10,5,12.26,Sfax
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,6,3,12.46,Monastir
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,3,10,140.48,Sousse
Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,2,25,82.09,Tunis
Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,4,15,100.17,Sfax
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,10,1,44.59,Ben Arous
Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,3,30,22.41,Tunis
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No,3,15,110.46,Kasserine
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,4,19,77.47,Zaghouan
Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes,9,2,13.8,Sidi Bouzid
Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,2,23,80.18,Monastir
Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,1,7,113.66,Béja
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,8,5,17.94,Sfax
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No,3,18,134.35,Ariana
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,8,3,26.59,Siliana
Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,4,18,105.15,Kairouan
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,8,3,5.87,Jendouba
Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,0,20,149.12,Manouba
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,3,7,94.3,Tunis
Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,9,2,2.31,Kairouan
Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,4,1,19.89,Tunis
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,2,7,136.57,Sousse
Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,7,3,33.54,Sidi Bouzid
Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,9,5,43.2,Bizerte
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,1,21,68.4,Kef
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,1,30,56.52,Médiénine
Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,2,14,77.46,Ariana
Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,4,11,101.04,Nabeul
Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,1,23,105.43,Sfax
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,1,16,61.4,Tunis
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,0,30,78.07,Ariana
Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,1,14,128.55,Mahdia
Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,3,12,56.6,Mahdia
Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,1,20,122.87,Zaghouan
Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,4,28,115.7,Ben Arous
Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,2,18,62.41,Bizerte
Male,0,No,No,28,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,4,28,38.47,Manouba
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,2,13,35.96,Tunis
Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,4,15,47.77,Sousse
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,0,17,49.39,Nabeul
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,3,27,96.26,Gabès
Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,3,10,68.48,Kasserine
Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,2,18,135.23,Sfax
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,8,2,37.89,Ben Arous
Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,4,6,128.3,Kairouan
Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,One year,No,Mailed check,56.1,946.95,No,0,14,85.63,Siliana
Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No,4,11,39.64,Bizerte
Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No,4,22,12.87,Tunis
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,4,30,40.22,Sfax
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,3,8,108.42,Kairouan
Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.15,1312.45,No,3,15,120.86,Tunis
Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,0,11,51.33,Tunis
Male,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No,2,26,83.56,Mahdia
Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,0,13,114.51,Monastir
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,8,2,33.79,Sousse
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,104.0,6363.45,No,0,8,38.27,Siliana
Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,No,0,30,86.51,Kasserine
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,Yes,9,5,23.58,Sfax
Male,0,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.85,950.75,No,0,23,96.81,Sidi Bouzid
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,2,14,82.62,Sfax
Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,No,3,19,38.74,Ariana
Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,No,4,8,106.04,Ariana
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,No,1,30,30.51,Nabeul
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,Yes,7,2,17.02,Sfax
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,No,1,16,104.47,Siliana
Female,0,No,Yes,26,No,No phone service,DSL,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,45.8,1147.0,No,2,19,47.25,Bizerte
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes,7,0,8.52,Sousse
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,No,0,5,114.62,Jendouba
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Yes,4,2,38.84,Gafsa
Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,No,2,28,122.62,Béja
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No,1,8,19.08,Nabeul
Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,No,2,12,104.99,Manouba
Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,7,3,43.34,Ben Arous
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,No,1,20,29.31,Tunis
Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,No,3,23,113.87,Monastir
Female,1,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,8,2,48.06,Kasserine
Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,No,0,19,102.11,Sousse
Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,No,1,21,57.32,Mahdia
Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,No,4,23,31.93,Médiénine
Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,No,1,5,118.45,Sfax
Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No,0,28,12.17,Tunis
Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,No,4,28,95.43,Tunis
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,No,1,20,53.09,Kasserine
Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes,9,3,23.75,Gafsa
Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,No,1,16,137.53,Sousse
Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,No,3,25,35.89,Sfax
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,No,4,6,81.26,Monastir
Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Yes,8,2,48.65,Sfax
Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,No,3,13,86.75,Sidi Bouzid
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,No,4,29,55.47,Mahdia
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,No,3,24,145.42,Kairouan
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No,2,5,86.54,Monastir
Male,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,No,4,12,135.86,Sousse
Male,1,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,No,0,25,116.95,Jendouba
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,No,0,16,132.91,Sousse
Male,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No,0,24,74.19,Nabeul
Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,5,5,39.11,Tunis
Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,4,17,136.65,Ben Arous
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No,3,6,61.95,Siliana
Male,0,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Yes,9,2,39.3,Tunis
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,6,4,48.06,Sousse
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),38.5,2763.0,No,0,15,37.85,Monastir
Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,4,13,40.44,Monastir
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,4,2,39.59,Nabeul
Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,7,1,47.57,Tunis
Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,One year,No,Mailed check,34.7,1604.5,Yes,9,0,34.08,Kairouan
Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,No,2,17,60.25,Gabès
Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,1397.475,No,1,10,97.62,Mahdia
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,No,0,17,120.79,Sfax
Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,No,2,13,125.95,Siliana
Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,2,11,54.14,Médiénine
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,4,11,99.56,Zaghouan
Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,No,4,17,143.94,Gabès
Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,No,2,12,13.57,Siliana
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,No,4,22,41.58,Tozeur
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,No,3,19,14.46,Sfax
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,1,25,78.23,Kasserine
Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15,No,1,30,81.73,Sfax
Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes,5,5,44.19,Nabeul
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,3,6,103.26,Ariana
